RefDes     X          Y          Rot.       Exact     (FREE)    Side
C14D       1580.9798  3470.9872  000        EXACT     (FREE)    Bottom                        
C14E       1580.9798  4470.9872  000        EXACT     (FREE)    Bottom                        
C14F       1580.9798  5470.9872  000        EXACT     (FREE)    Bottom                        
C14G       1580.9798  6470.9872  000        EXACT     (FREE)    Bottom                        
C14H       1580.9798  7470.9872  000        EXACT     (FREE)    Bottom                        
C14I       1580.9798  8470.9872  000        EXACT     (FREE)    Bottom                        
C14J       1580.9798  9470.9872  000        EXACT     (FREE)    Bottom                        
C14K       1580.9798  10470.9872 000        EXACT     (FREE)    Bottom                        
C14L       1580.9798  11470.9872 000        EXACT     (FREE)    Bottom                        
C14M       10419.0202 11779.0128 180        EXACT     (FREE)    Bottom                        
C14N       10419.0202 10779.0128 180        EXACT     (FREE)    Bottom                        
C14O       10419.0202 9779.0128  180        EXACT     (FREE)    Bottom                        
C14P       10419.0202 8779.0128  180        EXACT     (FREE)    Bottom                        
C14Q       10419.0202 7779.0128  180        EXACT     (FREE)    Bottom                        
C14R       10419.0202 6779.0128  180        EXACT     (FREE)    Bottom                        
C14S       10419.0202 5779.0128  180        EXACT     (FREE)    Bottom                        
C14T       10419.0202 4779.0128  180        EXACT     (FREE)    Bottom                        
C14U       10419.0202 3779.0128  180        EXACT     (FREE)    Bottom                        
C14V       10419.0202 2779.0128  180        EXACT     (FREE)    Bottom                        
C14W       10419.0202 1779.0128  180        EXACT     (FREE)    Bottom                        
C14X       10419.0202 779.0128   180        EXACT     (FREE)    Bottom                        
C15        2210.0000  1921.0000  135        EXACT     (FREE)    Top                           
C15A       1590.9798  180.9872   000        EXACT     (FREE)    Bottom                        
C15B       1590.9798  1180.9872  000        EXACT     (FREE)    Bottom                        
C15C       1590.9798  2180.9872  000        EXACT     (FREE)    Bottom                        
C15D       1590.9798  3180.9872  000        EXACT     (FREE)    Bottom                        
C15E       1590.9798  4180.9872  000        EXACT     (FREE)    Bottom                        
C15F       1590.9798  5180.9872  000        EXACT     (FREE)    Bottom                        
C15G       1590.9798  6180.9872  000        EXACT     (FREE)    Bottom                        
C15H       1590.9798  7180.9872  000        EXACT     (FREE)    Bottom                        
C15I       1590.9798  8180.9872  000        EXACT     (FREE)    Bottom                        
C15J       1590.9798  9180.9872  000        EXACT     (FREE)    Bottom                        
C15K       1590.9798  10180.9872 000        EXACT     (FREE)    Bottom                        
C15L       1590.9798  11180.9872 000        EXACT     (FREE)    Bottom                        
C15M       10409.0202 12069.0128 180        EXACT     (FREE)    Bottom                        
C15N       10409.0202 11069.0128 180        EXACT     (FREE)    Bottom                        
C15O       10409.0202 10069.0128 180        EXACT     (FREE)    Bottom                        
C15P       10409.0202 9069.0128  180        EXACT     (FREE)    Bottom                        
C15Q       10409.0202 8069.0128  180        EXACT     (FREE)    Bottom                        
C15R       10409.0202 7069.0128  180        EXACT     (FREE)    Bottom                        
C15S       10409.0202 6069.0128  180        EXACT     (FREE)    Bottom                        
C15T       10409.0202 5069.0128  180        EXACT     (FREE)    Bottom                        
C15U       10409.0202 4069.0128  180        EXACT     (FREE)    Bottom                        
C15V       10409.0202 3069.0128  180        EXACT     (FREE)    Bottom                        
C15W       10409.0202 2069.0128  180        EXACT     (FREE)    Bottom                        
C15X       10409.0202 1069.0128  180        EXACT     (FREE)    Bottom                        
C16        1035.0000  1130.0000  180        EXACT     (FREE)    Top                           
C16A       1745.9798  180.9872   180        EXACT     (FREE)    Bottom                        
C16B       1745.9798  1180.9872  180        EXACT     (FREE)    Bottom                        
C16C       1745.9798  2180.9872  180        EXACT     (FREE)    Bottom                        
C16D       1745.9798  3180.9872  180        EXACT     (FREE)    Bottom                        
C16E       1745.9798  4180.9872  180        EXACT     (FREE)    Bottom                        
C16F       1745.9798  5180.9872  180        EXACT     (FREE)    Bottom                        
C16G       1745.9798  6180.9872  180        EXACT     (FREE)    Bottom                        
C16H       1745.9798  7180.9872  180        EXACT     (FREE)    Bottom                        
C16I       1745.9798  8180.9872  180        EXACT     (FREE)    Bottom                        
C16J       1745.9798  9180.9872  180        EXACT     (FREE)    Bottom                        
C16K       1745.9798  10180.9872 180        EXACT     (FREE)    Bottom                        
C16L       1745.9798  11180.9872 180        EXACT     (FREE)    Bottom                        
C16M       10254.0202 12069.0128 000        EXACT     (FREE)    Bottom                        
C16N       10254.0202 11069.0128 000        EXACT     (FREE)    Bottom                        
C16O       10254.0202 10069.0128 000        EXACT     (FREE)    Bottom                        
C16P       10254.0202 9069.0128  000        EXACT     (FREE)    Bottom                        
C16Q       10254.0202 8069.0128  000        EXACT     (FREE)    Bottom                        
C16R       10254.0202 7069.0128  000        EXACT     (FREE)    Bottom                        
C16S       10254.0202 6069.0128  000        EXACT     (FREE)    Bottom                        
C16T       10254.0202 5069.0128  000        EXACT     (FREE)    Bottom                        
C16U       10254.0202 4069.0128  000        EXACT     (FREE)    Bottom                        
